2025-10-31T12:49:29|guest@example.com|1795.500000
2025-10-31T12:49:32|guest@example.com|1795.500000
2025-10-31T12:49:33|guest@example.com|1795.500000
2025-10-31T12:54:51|guest@example.com|1453.200000
2025-10-31T12:54:52|guest@example.com|1453.200000
2025-10-31T12:54:52|guest@example.com|1453.200000
2025-10-31T13:01:16|guest@example.com|2923.200000
2025-10-31T13:01:17|guest@example.com|2923.200000
2025-10-31T13:04:53|guest@example.com|5704.650000
2025-10-31T13:04:54|guest@example.com|5704.650000
2025-10-31T13:04:55|guest@example.com|5704.650000
2025-10-31T13:35:11|guest@example.com|9064.650000
2025-10-31T13:43:54|guest@example.com|9064.650000
2025-10-31T13:44:21|guest@example.com|9064.650000
2025-10-31T13:52:17|guest@example.com|7295.400000
2025-11-02T09:28:31|guest@example.com|20089.650000
2025-11-02T09:36:43|guest@example.com|3150.000000
2025-11-02T10:05:17|guest@example.com|3150.000000
2025-11-02T10:09:31|guest@example.com|7182.000000
2025-11-02T10:10:30|guest@example.com|7182.000000
2025-11-02T10:25:42|guest@example.com|7594.650000
2025-11-02T10:36:10|guest@example.com|7594.650000
2025-11-02T10:44:37|guest@example.com|3921.750000
2025-11-02T11:21:57|guest@example.com|2188.200000
2025-11-02T11:22:08|guest@example.com|2188.200000
2025-11-02T14:56:56|guest@example.com|7594.650000
2025-11-02T14:58:19|apr121206@gmail.com|9332.400000
